Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/,"ConnectionAbortedError(10053, 'An established connection was aborted by the software in your host machine', None, 10053, None)",1,2026-07-03T16:34:54Z,2026-07-03T16:34:54Z
